Status,Question,Intention,Keyword,Note
MATCH,탁상용 거울 어디 있나요?,책상에 세워두는 화장용 거울 찾기,거울,"MATCH | The extracted keyword ""거울"" (mirror) is relevant to the user's intention of finding a ""탁상용 거울"" (desk mirror) for makeup purposes. It captures the essential product type the user is looking for, even though it is somewhat general."
MATCH,옷에 먼지 떼는 돌돌이 어디 있어요?,테이프 크리너(리클리너) 본체 또는 세트 찾기,돌돌이,"MATCH | The keyword ""돌돌이"" refers to a lint roller or tape cleaner, which aligns with the user's intention to find a tape cleaner (리클리너) or its set."
MATCH,욕실 곰팡이 제거제 어디 있나요?,타일이나 실리콘 곰팡이 세정제 찾기,곰팡이 제거제,"MATCH | The extracted keyword ""곰팡이 제거제"" (mold remover) is relevant and aligns well with the target intention of finding a cleaning product for mold on tiles or silicone. It captures the essence of the user's request for a mold removal solution."
MATCH,자전거 자물쇠 번호로 된 거 어디 있어요?,다이얼식 자전거 잠금장치 찾기,자전거 자물쇠,"MATCH | The extracted keyword ""자전거 자물쇠"" (bicycle lock) is relevant and helps in finding the product described in the intention, which is a ""다이얼식 자전거 잠금장치"" (dial-type bicycle lock). The keyword captures the essence of the user's request for a bicycle lock, aligning well with the target intention."
MATCH,주방용 타이머 어디 있나요?,요리 시간 측정용 디지털/아날로그 타이머 찾기,타이머,"MATCH | The extracted keyword ""타이머"" directly relates to the user's intention of finding a cooking timer, which can be either digital or analog. It is a relevant term that helps in locating the desired product."
MATCH,선물 포장 리본 어디 있어요?,장식용 리본 끈 또는 타이 찾기,리본,"MATCH | The extracted keyword ""리본"" (ribbon) is relevant to the user's intention of finding decorative ribbon ties or strings, as it directly refers to the item they are looking for."
MATCH,차량용 충전 잭 어디 있죠?,시거잭 전원 소켓 또는 USB 충전기 찾기,충전 잭,"MATCH | The extracted keyword ""충전 잭"" (charging jack) is relevant to the target intention of finding a ""시거잭 전원 소켓 또는 USB 충전기"" (cigarette lighter power socket or USB charger), as it pertains to charging devices in vehicles."
MATCH,팔굽혀펴기 하는 기구 어디 있나요?,홈트레이닝용 푸쉬업 바 찾기,팔굽혀펴기 기구,"MATCH | The extracted keyword ""팔굽혀펴기 기구"" (push-up equipment) is relevant to the user's intention of finding ""홈트레이닝용 푸쉬업 바"" (home training push-up bars), as both terms relate to equipment used for push-ups."
MATCH,창문 닦는 밀대 어디 있어요?,윈도우 스퀴지 또는 연장형 유리창 닦이 찾기,밀대,"MATCH | ""밀대"" refers to a type of cleaning tool, which aligns with the user's intention of finding a window squeegee or an extendable window cleaner. It is a relevant term for the product being sought."
MATCH,안경 닦는 천 어디 있나요?,극세사 안경 클리너 찾기,안경 닦는 천,"MATCH | The extracted keyword ""안경 닦는 천"" translates to ""glasses cleaning cloth,"" which is relevant to the target intention of finding a ""극세사 안경 클리너"" (microfiber glasses cleaner). Both terms refer to cleaning products for glasses, making the keyword suitable for fulfilling the user's intention."
MATCH,어항 꾸미는 돌 어디 있어요?,수족관용 바닥재/자갈 찾기,돌,"MATCH | The keyword ""돌"" (stone) is relevant as it refers to a type of material that can be used for decorating an aquarium, aligning with the intention of finding aquarium substrate or gravel."
MATCH,다이어리 꾸미는 스티커 어디 있죠?,다꾸용 데코 스티커 코너 찾기,스티커,"MATCH | The extracted keyword ""스티커"" is relevant as it directly relates to the user's intention of finding decorative stickers for diary decoration (다꾸). It captures the essence of what the user is looking for, which is a specific type of sticker."
MATCH,문 쾅 안 닫히게 하는 스토퍼 어디 있어요?,문 고정용 말굽 또는 바닥 고정형 스토퍼 찾기,스토퍼,"MATCH | The extracted keyword ""스토퍼"" is relevant as it directly relates to the user's intention of finding a door stopper, which is a product that can prevent a door from closing."
MATCH,에어컨 세정제 어디 있나요?,에어컨 내부 필터/냉각핀 청소 스프레이 찾기,에어컨 세정제,"MATCH | The extracted keyword ""에어컨 세정제"" directly relates to the user's intention of finding a cleaning spray for the air conditioner's internal filter and cooling fins, as it encompasses the general category of air conditioner cleaning products."
MATCH,철 수세미 어디 있어요?,찌든 때 제거용 금속 수세미 찾기,철 수세미,"MATCH | The extracted keyword ""철 수세미"" directly refers to a metal scrubber, which aligns with the target intention of finding a metal scrubber for removing stubborn stains."
MATCH,머리끈 검정색 어디 있나요?,기본형 검은색 고무줄 또는 머리끈 찾기,머리끈,"MATCH | The extracted keyword ""머리끈"" (hair tie) directly relates to the user's intention of finding a black rubber band or hair tie, as it is a specific term for the product they are looking for."
MATCH,기름종이 어디 있어요?,얼굴 피지 제거용 페이셜 페이퍼 찾기,기름종이,"MATCH | The extracted keyword ""기름종이"" (which translates to ""oil paper"") is relevant to the target intention of finding facial paper for removing facial oil. It directly relates to the product described, making it a suitable search term."
MISMATCH,발뒤꿈치 미는 거 어디 있죠?,각질 제거용 콘커터 또는 풋 파일 찾기,발뒤꿈치 밀기,"MISMATCH | The extracted keyword ""발뒤꿈치 밀기"" translates to ""heel scraping,"" which does not directly refer to the products mentioned in the target intention, such as a ""각질 제거용 콘커터"" (callus remover) or ""풋 파일"" (foot file). The intention is specifically looking for tools for removing dead skin, while the keyword focuses on the action rather than the product itself."
MATCH,상토나 배양토 어디 있어요?,원예용 흙 제품 찾기,상토,"MATCH | ""상토"" is a type of soil used for gardening, which aligns with the user's intention of finding horticultural soil products."
MATCH,에어프라이어용 종이 호일 어디 있나요?,에프용 원형/사각 종이 호일 패키지 찾기,종이 호일,"MATCH | The extracted keyword ""종이 호일"" (paper foil) is relevant to the user's intention of finding ""에프용 원형/사각 종이 호일 패키지"" (round/square paper foil packages for air fryers). It captures the essential product type the user is looking for, which is paper foil specifically for use with an air fryer."
MATCH,와인 오프너 어디 있어요?,코르크 따개 또는 다용도 병따개 찾기,와인 오프너,"MATCH | The extracted keyword ""와인 오프너"" directly relates to the user's intention of finding a corkscrew or a multi-purpose bottle opener, as it translates to ""wine opener,"" which is a type of corkscrew."
MATCH,싱크대 배수구 거름망 어디 있죠?,음식물 쓰레기 걸러주는 배수구망 찾기,거름망,"MATCH | The extracted keyword ""거름망"" directly refers to a type of filter or mesh used to catch food waste in a sink drain, which aligns well with the target intention of finding a drain filter that helps in filtering food waste."
MATCH,캠핑용 조명 어디 있어요?,야외용 랜턴 또는 감성 전구 찾기,조명,"MATCH | The keyword ""조명"" (lighting) is relevant as it encompasses outdoor lanterns and ambient bulbs, which aligns with the user's intention of finding camping lights."
MISMATCH,실내화 주머니 어디 있나요?,신발 가방 또는 보관용 파우치 찾기,주머니,"MISMATCH | The extracted keyword ""주머니"" (pocket) does not directly relate to the intention of finding a ""신발 가방 또는 보관용 파우치"" (shoe bag or storage pouch). The intention is specifically about locating a type of bag or pouch for shoes, while ""주머니"" refers to a pocket, which is not the same as a bag or pouch."
MATCH,붙이는 핫팩 어디 있어요?,의류 부착형 발열 패치 찾기,핫팩,"MATCH | The extracted keyword ""핫팩"" (hot pack) is relevant as it refers to a type of heating pad that can be attached to clothing, aligning with the user's intention to find ""의류 부착형 발열 패치"" (clothing attachment heating patch)."
MATCH,방충망 보수 테이프 어디 있죠?,구멍 난 방충망 수선용 스티커 찾기,방충망 보수 테이프,"MATCH | The extracted keyword ""방충망 보수 테이프"" refers to a repair tape for screens, which aligns well with the user's intention of finding a sticker for repairing a hole in a screen. Both terms relate to the same product category for fixing screen issues."
MATCH,욕실 청소용 솔 어디 있어요?,바닥이나 타일 닦는 세척 솔 찾기,욕실 청소용 솔,"MATCH | The extracted keyword ""욕실 청소용 솔"" (bathroom cleaning brush) is relevant and aligns well with the target intention of finding a cleaning brush for floors or tiles, as it specifies a type of cleaning tool used in the bathroom context."
MATCH,자석 화이트보드 어디 있나요?,메모용 보드판 및 관련 용품 찾기,자석 화이트보드,"MATCH | The extracted keyword ""자석 화이트보드"" directly relates to the user's intention of finding a memo board and related supplies, as it specifies a type of memo board (magnetic whiteboard) that fits the description."
MATCH,렌즈 세척액 어디 있어요?,콘택트렌즈용 다목적 용액(리뉴 등) 찾기,렌즈 세척액,"MATCH | ""렌즈 세척액"" refers to a cleaning solution for lenses, which aligns with the intention of finding a multi-purpose solution for contact lenses, such as ReNu. The extracted keyword is relevant and helps in locating the desired product."
MATCH,바느질 세트 어디 있나요?,비상용 실/바늘 키트 찾기,바느질 세트,"MATCH | The extracted keyword ""바느질 세트"" (sewing set) is relevant to the target intention of finding an emergency thread/needle kit, as it encompasses the general category of sewing supplies, which includes the items mentioned in the intention."
